Date,Name,number_of_flights
2020-10-19,Colorado,680
2020-10-19,Connecticut,37
2020-10-19,Florida,999
2020-10-19,Georgia,800
2020-10-19,Hawaii,164
2020-10-19,Iowa,59
2020-10-19,Idaho,77
2020-10-19,Illinois,761
2020-10-19,Indiana,130
2020-10-19,Kansas,36
2020-10-19,Kentucky,145
2020-10-19,Louisiana,132
2020-10-19,Massachusetts,157
2020-10-19,Maryland,182
2020-10-19,Maine,32
2020-10-19,Michigan,409
2020-10-19,Minnesota,316
2020-10-19,Missouri,219
2020-10-19,Mississippi,31
2020-10-19,Montana,74
2020-10-19,North Carolina,688
2020-10-19,North Dakota,48
2020-10-19,Nebraska,59
2020-10-19,New Hampshire,13
2020-10-19,New Jersey,214
2020-10-19,New Mexico,45
2020-10-19,Nevada,368
2020-10-19,New York,376
2020-10-19,Ohio,177
2020-10-19,Oklahoma,80
2020-10-19,Oregon,199
2020-10-19,Pennsylvania,344
2020-10-19,Puerto Rico,53
2020-10-19,Rhode Island,25
2020-10-19,South Carolina,124
2020-10-19,South Dakota,40
2020-10-19,Tennessee,281
2020-10-19,Pacific Trust Territories and Possessions,3
2020-10-19,Texas,1478
2020-10-19,Utah,291
2020-10-19,Virginia,376
2020-10-19,Virgin Islands,9
2020-10-19,Vermont,14
2020-10-19,Washington,470
2020-10-19,Wisconsin,118
2020-10-19,West Virginia,15
2020-10-19,Wyoming,23
2020-10-20,Alaska,70
2020-10-20,Alabama,60
2020-10-20,Arkansas,42
2020-10-20,Arizona,335
2020-10-20,California,1001
2020-10-20,Colorado,545
2020-10-20,Connecticut,25
2020-10-20,Florida,665
2020-10-20,Georgia,689
2020-10-20,Hawaii,157
2020-10-20,Iowa,46
2020-10-20,Idaho,72
2020-10-20,Illinois,619
2020-10-20,Indiana,102
2020-10-20,Kansas,27
2020-10-20,Kentucky,97
2020-10-20,Louisiana,100
2020-10-20,Massachusetts,112
2020-10-20,Maryland,163
2020-10-20,Maine,19
2020-10-20,Michigan,344
2020-10-20,Minnesota,276
2020-10-20,Missouri,179
2020-10-20,Mississippi,24
2020-10-20,Montana,60
2020-10-20,North Carolina,551
2020-10-20,North Dakota,39
2020-10-20,Nebraska,47
2020-10-20,New Hampshire,9
2020-10-20,New Jersey,152
2020-10-20,New Mexico,39
2020-10-20,Nevada,265
2020-10-20,New York,272
2020-10-20,Ohio,126
2020-10-20,Oklahoma,66
2020-10-20,Oregon,180
2020-10-20,Pennsylvania,173
2020-10-20,Puerto Rico,42
2020-10-20,Rhode Island,18
2020-10-20,South Carolina,80
2020-10-20,South Dakota,33
2020-10-20,Tennessee,216
2020-10-20,Pacific Trust Territories and Possessions,1
2020-10-20,Texas,1252
2020-10-20,Utah,266
2020-10-20,Virginia,262
2020-10-20,Virgin Islands,6
2020-10-20,Vermont,10
2020-10-20,Washington,444
2020-10-20,Wisconsin,98
2020-10-20,West Virginia,10
2020-10-20,Wyoming,20
2020-10-21,Alaska,77
2020-10-21,Alabama,60
2020-10-21,Arkansas,41
2020-10-21,Arizona,343
2020-10-21,California,1030
2020-10-21,Colorado,614
2020-10-21,Connecticut,24
2020-10-21,Florida,699
2020-10-21,Georgia,701
2020-10-21,Hawaii,150
2020-10-21,Iowa,42
2020-10-21,Idaho,73
2020-10-21,Illinois,490
2020-10-21,Indiana,98
2020-10-21,Kansas,32
2020-10-21,Kentucky,99
2020-10-21,Louisiana,101
2020-10-21,Massachusetts,115
2020-10-21,Maryland,163
2020-10-21,Maine,23
2020-10-21,Michigan,354
2020-10-21,Minnesota,286
2020-10-21,Missouri,178
2020-10-21,Mississippi,28
2020-10-21,Montana,61
2020-10-21,North Carolina,557
2020-10-21,North Dakota,44
2020-10-21,Nebraska,50
2020-10-21,New Hampshire,10
2020-10-21,New Jersey,151
2020-10-21,New Mexico,39
2020-10-21,Nevada,270
2020-10-21,New York,281
2020-10-21,Ohio,129
2020-10-21,Oklahoma,65
2020-10-21,Oregon,186
2020-10-21,Pennsylvania,284
2020-10-21,Puerto Rico,42
2020-10-21,Rhode Island,18
2020-10-21,South Carolina,86
2020-10-21,South Dakota,33
2020-10-21,Tennessee,217
2020-10-21,Pacific Trust Territories and Possessions,1
2020-10-21,Texas,1281
2020-10-21,Utah,276
2020-10-21,Virginia,269
2020-10-21,Virgin Islands,7
2020-10-21,Vermont,11
2020-10-21,Washington,451
2020-10-21,Wisconsin,94
2020-10-21,West Virginia,12
2020-10-21,Wyoming,22
2020-10-22,Alaska,71
2020-10-22,Alabama,75
2020-10-22,Arkansas,53
2020-10-22,Arizona,386
2020-10-22,California,1115
2020-10-22,Colorado,677
2020-10-22,Connecticut,38
2020-10-22,Florida,1004
2020-10-22,Georgia,815
2020-10-22,Hawaii,153
2020-10-22,Iowa,59
2020-10-22,Idaho,81
2020-10-22,Illinois,765
2020-10-22,Indiana,130
2020-10-22,Kansas,35
2020-10-22,Kentucky,144
2020-10-22,Louisiana,133
2020-10-22,Massachusetts,165
2020-10-22,Maryland,180
2020-10-22,Maine,32
2020-10-22,Michigan,415
2020-10-22,Minnesota,320
2020-10-22,Missouri,210
2020-10-22,Mississippi,30
2020-10-22,Montana,71
2020-10-22,North Carolina,691
2020-10-22,North Dakota,50
2020-10-22,Nebraska,57
2020-10-22,New Hampshire,13
2020-10-22,New Jersey,212
2020-10-22,New Mexico,46
2020-10-22,Nevada,376
2020-10-22,New York,374
2020-10-22,Ohio,182
2020-10-22,Oklahoma,76
2020-10-22,Oregon,204
2020-10-22,Pennsylvania,348
2020-10-22,Puerto Rico,54
2020-10-22,Rhode Island,26
2020-10-22,South Carolina,122
2020-10-22,South Dakota,39
2020-10-22,Tennessee,280
2020-10-22,Pacific Trust Territories and Possessions,3
2020-10-22,Texas,1393
2020-10-22,Utah,295
2020-10-22,Virginia,380
2020-10-22,Virgin Islands,12
2020-10-22,Vermont,13
2020-10-22,Washington,474
2020-10-22,Wisconsin,121
2020-10-22,West Virginia,15
2020-10-22,Wyoming,23
2020-10-23,Alaska,74
2020-10-23,Alabama,77
2020-10-23,Arkansas,51
2020-10-23,Arizona,380
2020-10-23,California,1143
2020-10-23,Colorado,680
2020-10-23,Connecticut,35
2020-10-23,Florida,980
2020-10-23,Georgia,811
2020-10-23,Hawaii,153
2020-10-23,Iowa,62
2020-10-23,Idaho,77
2020-10-23,Illinois,828
2020-10-23,Indiana,130
2020-10-23,Kansas,37
2020-10-23,Kentucky,146
2020-10-23,Louisiana,133
2020-10-23,Massachusetts,157
2020-10-23,Maryland,183
2020-10-23,Maine,32
2020-10-23,Michigan,422
2020-10-23,Minnesota,320
2020-10-23,Missouri,215
2020-10-23,Mississippi,31
2020-10-23,Montana,73
2020-10-23,North Carolina,689
2020-10-23,North Dakota,45
2020-10-23,Nebraska,60
2020-10-23,New Hampshire,14
2020-10-23,New Jersey,213
2020-10-23,New Mexico,46
2020-10-23,Nevada,368
2020-10-23,New York,373
2020-10-23,Ohio,179
2020-10-23,Oklahoma,78
2020-10-23,Oregon,198
2020-10-23,Pennsylvania,344
2020-10-23,Puerto Rico,55
2020-10-23,Rhode Island,25
2020-10-23,South Carolina,124
2020-10-23,South Dakota,41
2020-10-23,Tennessee,276
2020-10-23,Pacific Trust Territories and Possessions,1
2020-10-23,Texas,1481
2020-10-23,Utah,297
2020-10-23,Virginia,381
2020-10-23,Virgin Islands,12
2020-10-23,Vermont,14
2020-10-23,Washington,474
2020-10-23,Wisconsin,124
2020-10-23,West Virginia,15
2020-10-23,Wyoming,23
2020-10-24,Alaska,70
2020-10-24,Alabama,66
2020-10-24,Arkansas,44
2020-10-24,Arizona,354
2020-10-24,California,1041
2020-10-24,Colorado,626
2020-10-24,Connecticut,30
2020-10-24,Florida,892
2020-10-24,Georgia,666
2020-10-24,Hawaii,153
2020-10-24,Iowa,48
2020-10-24,Idaho,72
2020-10-24,Illinois,690
2020-10-24,Indiana,123
2020-10-24,Kansas,30
2020-10-24,Kentucky,116
2020-10-24,Louisiana,109
2020-10-24,Massachusetts,119
2020-10-24,Maryland,165
2020-10-24,Maine,25
2020-10-24,Michigan,339
2020-10-24,Minnesota,281
2020-10-24,Missouri,184
2020-10-24,Mississippi,26
2020-10-24,Montana,66
2020-10-24,North Carolina,642
2020-10-24,North Dakota,42
2020-10-24,Nebraska,50
2020-10-24,New Hampshire,11
2020-10-24,New Jersey,168
2020-10-24,New Mexico,42
2020-10-24,Nevada,295
2020-10-24,New York,298
2020-10-24,Ohio,140
2020-10-24,Oklahoma,70
2020-10-24,Oregon,187
2020-10-24,Pennsylvania,194
2020-10-24,Puerto Rico,49
2020-10-24,Rhode Island,19
2020-10-24,South Carolina,101
2020-10-24,South Dakota,35
2020-10-24,Tennessee,223
2020-10-24,Pacific Trust Territories and Possessions,3
2020-10-24,Texas,1305
2020-10-24,Utah,265
2020-10-24,Virginia,328
2020-10-24,Virgin Islands,13
2020-10-24,Vermont,9
2020-10-24,Washington,446
2020-10-24,Wisconsin,107
2020-10-24,West Virginia,11
2020-10-24,Wyoming,20
2020-10-25,Alaska,67
2020-10-25,Alabama,74
2020-10-25,Arkansas,56
2020-10-25,Arizona,386
2020-10-25,California,1135
2020-10-25,Colorado,673
2020-10-25,Connecticut,36
2020-10-25,Florida,1030
2020-10-25,Georgia,704
2020-10-25,Hawaii,148
2020-10-25,Iowa,63
2020-10-25,Idaho,80
2020-10-25,Illinois,827
2020-10-25,Indiana,127
2020-10-25,Kansas,37
2020-10-25,Kentucky,141
2020-10-25,Louisiana,135
2020-10-25,Massachusetts,158
2020-10-25,Maryland,179
2020-10-25,Maine,32
2020-10-25,Michigan,383
2020-10-25,Minnesota,292
2020-10-25,Missouri,211
2020-10-25,Mississippi,29
2020-10-25,Montana,72
2020-10-25,North Carolina,680
2020-10-25,North Dakota,48
2020-10-25,Nebraska,55
2020-10-25,New Hampshire,14
2020-10-25,New Jersey,217
2020-10-25,New Mexico,47
2020-10-25,Nevada,368
2020-10-25,New York,370
2020-10-25,Ohio,176
2020-10-25,Oklahoma,79
2020-10-25,Oregon,201
2020-10-25,Pennsylvania,344
2020-10-25,Puerto Rico,51
2020-10-25,Rhode Island,29
2020-10-25,South Carolina,119
2020-10-25,South Dakota,39
2020-10-25,Tennessee,273
2020-10-25,Pacific Trust Territories and Possessions,1
2020-10-25,Texas,1456
2020-10-25,Utah,281
2020-10-25,Virginia,375
2020-10-25,Virgin Islands,13
2020-10-25,Vermont,13
2020-10-25,Washington,465
2020-10-25,Wisconsin,121
2020-10-25,West Virginia,14
2020-10-25,Wyoming,23
2020-10-26,Alaska,75
2020-10-26,Alabama,72
2020-10-26,Arkansas,47
2020-10-26,Arizona,374
2020-10-26,California,1125
2020-10-26,Colorado,667
2020-10-26,Connecticut,35
2020-10-26,Florida,982
2020-10-26,Georgia,692
2020-10-26,Hawaii,157
2020-10-26,Iowa,57
2020-10-26,Idaho,74
2020-10-26,Illinois,747
2020-10-26,Indiana,116
2020-10-26,Kansas,36
2020-10-26,Kentucky,133
2020-10-26,Louisiana,127
2020-10-26,Massachusetts,146
2020-10-26,Maryland,177
2020-10-26,Maine,32
2020-10-26,Michigan,373
2020-10-26,Minnesota,286
2020-10-26,Missouri,205
2020-10-26,Mississippi,29
2020-10-26,Montana,73
2020-10-26,North Carolina,671
2020-10-26,North Dakota,46
2020-10-26,Nebraska,56
2020-10-26,New Hampshire,12
2020-10-26,New Jersey,213
2020-10-26,New Mexico,44
2020-10-26,Nevada,350
2020-10-26,New York,362
2020-10-26,Ohio,165
2020-10-26,Oklahoma,75
2020-10-26,Oregon,193
2020-10-26,Pennsylvania,329
2020-10-26,Puerto Rico,56
2020-10-26,Rhode Island,26
2020-10-26,South Carolina,115
2020-10-26,South Dakota,39
2020-10-26,Tennessee,259
2020-10-26,Pacific Trust Territories and Possessions,3
2020-10-26,Texas,1462
2020-10-26,Utah,273
2020-10-26,Virginia,366
2020-10-26,Virgin Islands,9
2020-10-26,Vermont,13
2020-10-26,Washington,455
2020-10-26,Wisconsin,111
2020-10-26,West Virginia,14
2020-10-26,Wyoming,22
2020-10-27,Alaska,69
2020-10-27,Alabama,56
2020-10-27,Arkansas,41
2020-10-27,Arizona,331
2020-10-27,California,994
2020-10-27,Colorado,535
2020-10-27,Connecticut,25
2020-10-27,Florida,656
2020-10-27,Georgia,640
2020-10-27,Hawaii,147
2020-10-27,Iowa,45
2020-10-27,Idaho,70
2020-10-27,Illinois,609
2020-10-27,Indiana,91
2020-10-27,Kansas,27
2020-10-27,Kentucky,93
2020-10-27,Louisiana,98
2020-10-27,Massachusetts,108
2020-10-27,Maryland,161
2020-10-27,Maine,19
2020-10-27,Michigan,326
2020-10-27,Minnesota,262
2020-10-27,Missouri,172
2020-10-27,Mississippi,24
2020-10-27,Montana,60
2020-10-27,North Carolina,537
2020-10-27,North Dakota,38
2020-10-27,Nebraska,46
2020-10-27,New Hampshire,8
2020-10-27,New Jersey,160
2020-10-27,New Mexico,38
2020-10-27,Nevada,260
2020-10-27,New York,274
2020-10-27,Ohio,120
2020-10-27,Oklahoma,65
2020-10-27,Oregon,177
2020-10-27,Pennsylvania,166
2020-10-27,Puerto Rico,46
2020-10-27,Rhode Island,18
2020-10-27,South Carolina,77
2020-10-27,South Dakota,31
2020-10-27,Tennessee,204
2020-10-27,Pacific Trust Territories and Possessions,1
2020-10-27,Texas,1249
2020-10-27,Utah,254
2020-10-27,Virginia,261
2020-10-27,Virgin Islands,6
2020-10-27,Vermont,9
2020-10-27,Washington,435
2020-10-27,Wisconsin,93
2020-10-27,West Virginia,10
2020-10-27,Wyoming,19
2020-10-28,Alaska,77
2020-10-28,Alabama,56
2020-10-28,Arkansas,40
2020-10-28,Arizona,337
2020-10-28,California,1022
2020-10-28,Colorado,603
2020-10-28,Connecticut,24
2020-10-28,Florida,677
2020-10-28,Georgia,645
2020-10-28,Hawaii,150
2020-10-28,Iowa,40
2020-10-28,Idaho,71
2020-10-28,Illinois,479
2020-10-28,Indiana,89
2020-10-28,Kansas,32
2020-10-28,Kentucky,94
2020-10-28,Louisiana,99
2020-10-28,Massachusetts,111
2020-10-28,Maryland,161
2020-10-28,Maine,23
2020-10-28,Michigan,330
2020-10-28,Minnesota,273
2020-10-28,Missouri,171
2020-10-28,Mississippi,28
2020-10-28,Montana,62
2020-10-28,North Carolina,545
2020-10-28,North Dakota,41
2020-10-28,Nebraska,48
2020-10-28,New Hampshire,9
2020-10-28,New Jersey,157
2020-10-28,New Mexico,38
2020-10-28,Nevada,262
2020-10-28,New York,279
2020-10-28,Ohio,123
2020-10-28,Oklahoma,64
2020-10-28,Oregon,183
2020-10-28,Pennsylvania,273
2020-10-28,Puerto Rico,46
2020-10-28,Rhode Island,18
2020-10-28,South Carolina,82
2020-10-28,South Dakota,30
2020-10-28,Tennessee,204
2020-10-28,Pacific Trust Territories and Possessions,1
2020-10-28,Texas,1273
2020-10-28,Utah,262
2020-10-28,Virginia,267
2020-10-28,Virgin Islands,7
2020-10-28,Vermont,10
2020-10-28,Washington,442
2020-10-28,Wisconsin,87
2020-10-28,West Virginia,11
2020-10-28,Wyoming,21
2020-10-29,Alaska,71
2020-10-29,Alabama,70
2020-10-29,Arkansas,51
2020-10-29,Arizona,380
2020-10-29,California,1090
2020-10-29,Colorado,665
2020-10-29,Connecticut,37
2020-10-29,Florida,986
2020-10-29,Georgia,697
2020-10-29,Hawaii,152
2020-10-29,Iowa,56
2020-10-29,Idaho,78
2020-10-29,Illinois,754
2020-10-29,Indiana,116
2020-10-29,Kansas,35
2020-10-29,Kentucky,134
2020-10-29,Louisiana,130
2020-10-29,Massachusetts,155
2020-10-29,Maryland,177
2020-10-29,Maine,32
2020-10-29,Michigan,376
2020-10-29,Minnesota,290
2020-10-29,Missouri,197
2020-10-29,Mississippi,28
2020-10-29,Montana,71
2020-10-29,North Carolina,676
2020-10-29,North Dakota,48
2020-10-29,Nebraska,53
2020-10-29,New Hampshire,12
2020-10-29,New Jersey,215
2020-10-29,New Mexico,45
2020-10-29,Nevada,357
2020-10-29,New York,358
2020-10-29,Ohio,171
2020-10-29,Oklahoma,74
2020-10-29,Oregon,197
2020-10-29,Pennsylvania,334
2020-10-29,Puerto Rico,54
2020-10-29,Rhode Island,29
2020-10-29,South Carolina,113
2020-10-29,South Dakota,37
2020-10-29,Tennessee,254
2020-10-29,Pacific Trust Territories and Possessions,3
2020-10-29,Texas,1371
2020-10-29,Utah,277
2020-10-29,Virginia,368
2020-10-29,Virgin Islands,12
2020-10-29,Vermont,13
2020-10-29,Washington,460
2020-10-29,Wisconsin,112
2020-10-29,West Virginia,13
2020-10-29,Wyoming,22
2020-10-30,Alaska,73
2020-10-30,Alabama,72
2020-10-30,Arkansas,49
2020-10-30,Arizona,376
2020-10-30,California,1117
2020-10-30,Colorado,667
2020-10-30,Connecticut,35
2020-10-30,Florida,964
2020-10-30,Georgia,695
2020-10-30,Hawaii,154
2020-10-30,Iowa,60
2020-10-30,Idaho,74
2020-10-30,Illinois,812
2020-10-30,Indiana,117
2020-10-30,Kansas,36
2020-10-30,Kentucky,135
2020-10-30,Louisiana,129
2020-10-30,Massachusetts,146
2020-10-30,Maryland,179
2020-10-30,Maine,32
2020-10-30,Michigan,383
2020-10-30,Minnesota,291
2020-10-30,Missouri,207
2020-10-30,Mississippi,29
2020-10-30,Montana,73
2020-10-30,North Carolina,674
2020-10-30,North Dakota,44
2020-10-30,Nebraska,56
2020-10-30,New Hampshire,13
2020-10-30,New Jersey,214
2020-10-30,New Mexico,45
2020-10-30,Nevada,350
2020-10-30,New York,356
2020-10-30,Ohio,166
2020-10-30,Oklahoma,76
2020-10-30,Oregon,192
2020-10-30,Pennsylvania,331
2020-10-30,Puerto Rico,58
2020-10-30,Rhode Island,26
2020-10-30,South Carolina,114
2020-10-30,South Dakota,40
2020-10-30,Tennessee,256
2020-10-30,Pacific Trust Territories and Possessions,1
2020-10-30,Texas,1463
2020-10-30,Utah,280
2020-10-30,Virginia,369
2020-10-30,Virgin Islands,11
2020-10-30,Vermont,12
2020-10-30,Washington,458
2020-10-30,Wisconsin,116
2020-10-30,West Virginia,14
2020-10-30,Wyoming,22
2020-10-31,Alaska,68
2020-10-31,Alabama,54
2020-10-31,Arkansas,34
2020-10-31,Arizona,292
2020-10-31,California,969
2020-10-31,Colorado,586
2020-10-31,Connecticut,22
2020-10-31,Florida,740
2020-10-31,Georgia,563
2020-10-31,Hawaii,150
2020-10-31,Iowa,31
2020-10-31,Idaho,65
2020-10-31,Illinois,450
2020-10-31,Indiana,86
2020-10-31,Kansas,24
2020-10-31,Kentucky,87
2020-10-31,Louisiana,86
2020-10-31,Massachusetts,94
2020-10-31,Maryland,152
2020-10-31,Maine,20
2020-10-31,Michigan,288
2020-10-31,Minnesota,249
2020-10-31,Missouri,160
2020-10-31,Mississippi,20
2020-10-31,Montana,60
2020-10-31,North Carolina,444
2020-10-31,North Dakota,38
2020-10-31,Nebraska,40
2020-10-31,New Hampshire,7
2020-10-31,New Jersey,165
2020-10-31,New Mexico,34
2020-10-31,Nevada,260
2020-10-31,New York,251
2020-10-31,Ohio,109
2020-10-31,Oklahoma,57
2020-10-31,Oregon,177
2020-10-31,Pennsylvania,149
2020-10-31,Puerto Rico,50
2020-10-31,Rhode Island,15
2020-10-31,South Carolina,75
2020-10-31,South Dakota,25
2020-10-31,Tennessee,186
2020-10-31,Pacific Trust Territories and Possessions,3
2020-10-31,Texas,1040
2020-10-31,Utah,229
2020-10-31,Virginia,281
2020-10-31,Virgin Islands,11
2020-10-31,Vermont,8
2020-10-31,Washington,410
2020-10-31,Wisconsin,87
2020-10-31,West Virginia,10
2020-10-31,Wyoming,18
2020-11-01,Alaska,66
2020-11-01,Alabama,68
2020-11-01,Arkansas,52
2020-11-01,Arizona,379
2020-11-01,California,1120
2020-11-01,Colorado,664
2020-11-01,Connecticut,37
2020-11-01,Florida,973
2020-11-01,Georgia,682
2020-11-01,Hawaii,152
2020-11-01,Iowa,56
2020-11-01,Idaho,77
2020-11-01,Illinois,808
2020-11-01,Indiana,109
2020-11-01,Kansas,35
2020-11-01,Kentucky,132
2020-11-01,Louisiana,124
2020-11-01,Massachusetts,152
2020-11-01,Maryland,174
2020-11-01,Maine,29
2020-11-01,Michigan,375
2020-11-01,Minnesota,281
2020-11-01,Missouri,193
2020-11-01,Mississippi,27
2020-11-01,Montana,69
2020-11-01,North Carolina,513
2020-11-01,North Dakota,44
2020-11-01,Nebraska,54
2020-11-01,New Hampshire,12
2020-11-01,New Jersey,209
2020-11-01,New Mexico,45
2020-11-01,Nevada,364
2020-11-01,New York,350
2020-11-01,Ohio,163
2020-11-01,Oklahoma,74
2020-11-01,Oregon,203
2020-11-01,Pennsylvania,327
2020-11-01,Puerto Rico,56
2020-11-01,Rhode Island,28
2020-11-01,South Carolina,101
2020-11-01,South Dakota,36
2020-11-01,Tennessee,243
2020-11-01,Pacific Trust Territories and Possessions,1
2020-11-01,Texas,1396
2020-11-01,Utah,273
2020-11-01,Virginia,356
2020-11-01,Virgin Islands,12
2020-11-01,Vermont,11
2020-11-01,Washington,462
2020-11-01,Wisconsin,114
2020-11-01,West Virginia,11
2020-11-01,Wyoming,21
2020-11-02,Alaska,75
2020-11-02,Alabama,69
2020-11-02,Arkansas,48
2020-11-02,Arizona,374
2020-11-02,California,1130
2020-11-02,Colorado,669
2020-11-02,Connecticut,33
2020-11-02,Florida,956
2020-11-02,Georgia,655
2020-11-02,Hawaii,159
2020-11-02,Iowa,57
2020-11-02,Idaho,74
2020-11-02,Illinois,739
2020-11-02,Indiana,113
2020-11-02,Kansas,35
2020-11-02,Kentucky,132
2020-11-02,Louisiana,129
2020-11-02,Massachusetts,148
2020-11-02,Maryland,177
2020-11-02,Maine,31
2020-11-02,Michigan,375
2020-11-02,Minnesota,277
2020-11-02,Missouri,200
2020-11-02,Mississippi,28
2020-11-02,Montana,72
2020-11-02,North Carolina,671
2020-11-02,North Dakota,47
2020-11-02,Nebraska,55
2020-11-02,New Hampshire,12
2020-11-02,New Jersey,209
2020-11-02,New Mexico,45
2020-11-02,Nevada,349
2020-11-02,New York,356
2020-11-02,Ohio,161
2020-11-02,Oklahoma,75
2020-11-02,Oregon,195
2020-11-02,Pennsylvania,325
2020-11-02,Puerto Rico,54
2020-11-02,Rhode Island,27
2020-11-02,South Carolina,109
2020-11-02,South Dakota,38
2020-11-02,Tennessee,257
2020-11-02,Pacific Trust Territories and Possessions,3
2020-11-02,Texas,1497
2020-11-02,Utah,268
2020-11-02,Virginia,364
2020-11-02,Virgin Islands,11
2020-11-02,Vermont,12
2020-11-02,Washington,454
2020-11-02,Wisconsin,108
2020-11-02,West Virginia,14
2020-11-02,Wyoming,22
2020-11-03,Alaska,67
2020-11-03,Alabama,51
2020-11-03,Arkansas,40
2020-11-03,Arizona,328
2020-11-03,California,996
2020-11-03,Colorado,539
2020-11-03,Connecticut,22
2020-11-03,Florida,611
2020-11-03,Georgia,541
2020-11-03,Hawaii,155
2020-11-03,Iowa,39
2020-11-03,Idaho,68
2020-11-03,Illinois,463
2020-11-03,Indiana,81
2020-11-03,Kansas,26
2020-11-03,Kentucky,83
2020-11-03,Louisiana,91
2020-11-03,Massachusetts,98
2020-11-03,Maryland,156
2020-11-03,Maine,18
2020-11-03,Michigan,289
2020-11-03,Minnesota,242
2020-11-03,Missouri,162
2020-11-03,Mississippi,21
2020-11-03,Montana,58
2020-11-03,North Carolina,525
2020-11-03,North Dakota,34
2020-11-03,Nebraska,42
2020-11-03,New Hampshire,7
2020-11-03,New Jersey,160
2020-11-03,New Mexico,37
2020-11-03,Nevada,254
2020-11-03,New York,244
2020-11-03,Ohio,107
2020-11-03,Oklahoma,64
2020-11-03,Oregon,179
2020-11-03,Pennsylvania,151
2020-11-03,Puerto Rico,46
2020-11-03,Rhode Island,16
2020-11-03,South Carolina,69
2020-11-03,South Dakota,26
2020-11-03,Tennessee,187
2020-11-03,Pacific Trust Territories and Possessions,1
2020-11-03,Texas,1243
2020-11-03,Utah,232
2020-11-03,Virginia,250
2020-11-03,Virgin Islands,8
2020-11-03,Vermont,8
2020-11-03,Washington,418
2020-11-03,Wisconsin,82
2020-11-03,West Virginia,8
2020-11-03,Wyoming,17
2020-11-04,Alaska,77
2020-11-04,Alabama,55
2020-11-04,Arkansas,42
2020-11-04,Arizona,328
2020-11-04,California,991
2020-11-04,Colorado,602
2020-11-04,Connecticut,28
2020-11-04,Florida,782
2020-11-04,Georgia,609
2020-11-04,Hawaii,158
2020-11-04,Iowa,44
2020-11-04,Idaho,71
2020-11-04,Illinois,632
2020-11-04,Indiana,86
2020-11-04,Kansas,31
2020-11-04,Kentucky,82
2020-11-04,Louisiana,96
2020-11-04,Massachusetts,109
2020-11-04,Maryland,148
2020-11-04,Maine,19
2020-11-04,Michigan,329
2020-11-04,Minnesota,265
2020-11-04,Missouri,161
2020-11-04,Mississippi,26
2020-11-04,Montana,61
2020-11-04,North Carolina,484
2020-11-04,North Dakota,41
2020-11-04,Nebraska,46
2020-11-04,New Hampshire,8
2020-11-04,New Jersey,167
2020-11-04,New Mexico,33
2020-11-04,Nevada,269
2020-11-04,New York,246
2020-11-04,Ohio,114
2020-11-04,Oklahoma,64
2020-11-04,Oregon,186
2020-11-04,Pennsylvania,162
2020-11-04,Puerto Rico,45
2020-11-04,Rhode Island,13
2020-11-04,South Carolina,77
2020-11-04,South Dakota,29
2020-11-04,Tennessee,188
2020-11-04,Pacific Trust Territories and Possessions,1
