Date,state,number_of_flights,number_of_new_cases
2020-10-13,Florida,670,2725
2020-10-13,Georgia,681,1181
2020-10-13,Hawaii,155,61
2020-10-13,Iowa,45,1080
2020-10-13,Idaho,72,1324
2020-10-13,Illinois,621,3405
2020-10-13,Indiana,102,1572
2020-10-13,Kansas,28,234
2020-10-13,Kentucky,99,893
2020-10-13,Louisiana,99,682
2020-10-13,Massachusetts,120,749
2020-10-13,Maryland,168,482
2020-10-13,Maine,19,28
2020-10-13,Michigan,343,1558
2020-10-13,Minnesota,276,1135
2020-10-13,Missouri,184,1036
2020-10-13,Mississippi,24,713
2020-10-13,Montana,61,477
2020-10-13,North Carolina,549,1783
2020-10-13,North Dakota,39,508
2020-10-13,Nebraska,47,704
2020-10-13,New Hampshire,9,71
2020-10-13,New Jersey,152,988
2020-10-13,New Mexico,39,351
2020-10-13,Nevada,266,537
2020-10-13,New York,278,1391
2020-10-13,Ohio,128,1447
2020-10-13,Oklahoma,67,1309
2020-10-13,Oregon,179,316
2020-10-13,Pennsylvania,175,1829
2020-10-13,Puerto Rico,44,306
2020-10-13,Rhode Island,20,666
2020-10-13,South Carolina,84,828
2020-10-13,South Dakota,32,414
2020-10-13,Tennessee,222,1178
2020-10-13,Pacific Trust Territories and Possessions,1,0
2020-10-13,Texas,1258,5509
2020-10-13,Utah,268,946
2020-10-13,Virginia,263,1235
2020-10-13,Virgin Islands,7,3
2020-10-13,Vermont,10,10
2020-10-13,Washington,440,1046
2020-10-13,Wisconsin,99,3482
2020-10-13,West Virginia,10,274
2020-10-13,Wyoming,20,162
2020-10-14,Alaska,77,143
2020-10-14,Alabama,61,784
2020-10-14,Arkansas,42,1079
2020-10-14,Arizona,341,911
2020-10-14,California,1024,3480
2020-10-14,Colorado,619,791
2020-10-14,Connecticut,24,164
2020-10-14,Florida,705,2883
2020-10-14,Georgia,694,1544
2020-10-14,Hawaii,159,98
2020-10-14,Iowa,42,1374
2020-10-14,Idaho,73,547
2020-10-14,Illinois,494,2964
2020-10-14,Indiana,104,1165
2020-10-14,Kansas,33,1273
2020-10-14,Kentucky,99,1311
2020-10-14,Louisiana,101,880
2020-10-14,Massachusetts,122,580
2020-10-14,Maryland,173,574
2020-10-14,Maine,24,36
2020-10-14,Michigan,354,1567
2020-10-14,Minnesota,287,1369
2020-10-14,Missouri,183,3717
2020-10-14,Mississippi,27,876
2020-10-14,Montana,61,639
2020-10-14,North Carolina,555,1970
2020-10-14,North Dakota,45,702
2020-10-14,Nebraska,50,924
2020-10-14,New Hampshire,11,70
2020-10-14,New Jersey,151,939
2020-10-14,New Mexico,39,577
2020-10-14,Nevada,273,557
2020-10-14,New York,286,1235
2020-10-14,Ohio,131,2039
2020-10-14,Oklahoma,67,1122
2020-10-14,Oregon,185,387
2020-10-14,Pennsylvania,287,1283
2020-10-14,Puerto Rico,44,976
2020-10-14,Rhode Island,18,204
2020-10-14,South Carolina,88,926
2020-10-14,South Dakota,33,876
2020-10-14,Tennessee,226,1717
2020-10-14,Pacific Trust Territories and Possessions,1,0
2020-10-14,Texas,1281,5852
2020-10-14,Utah,277,1193
2020-10-14,Virginia,270,805
2020-10-14,Virgin Islands,7,0
2020-10-14,Vermont,11,3
2020-10-14,Washington,447,757
2020-10-14,Wisconsin,93,3304
2020-10-14,West Virginia,11,263
2020-10-14,Wyoming,23,213
2020-10-15,Alaska,71,165
2020-10-15,Alabama,76,1185
2020-10-15,Arkansas,52,1278
2020-10-15,Arizona,386,1088
2020-10-15,California,1116,3286
2020-10-15,Colorado,681,1238
2020-10-15,Connecticut,38,167
2020-10-15,Florida,1012,3356
2020-10-15,Georgia,813,1791
2020-10-15,Hawaii,180,88
2020-10-15,Iowa,59,1327
2020-10-15,Idaho,81,937
2020-10-15,Illinois,774,4087
2020-10-15,Indiana,130,1947
2020-10-15,Kansas,36,150
2020-10-15,Kentucky,145,1132
2020-10-15,Louisiana,133,743
2020-10-15,Massachusetts,168,587
2020-10-15,Maryland,186,629
2020-10-15,Maine,32,20
2020-10-15,Michigan,415,2517
2020-10-15,Minnesota,322,1163
2020-10-15,Missouri,214,1929
2020-10-15,Mississippi,30,1322
2020-10-15,Montana,71,722
2020-10-15,North Carolina,693,2526
2020-10-15,North Dakota,51,706
2020-10-15,Nebraska,57,961
2020-10-15,New Hampshire,13,77
2020-10-15,New Jersey,212,971
2020-10-15,New Mexico,46,668
2020-10-15,Nevada,378,554
2020-10-15,New York,384,1464
2020-10-15,Ohio,185,2178
2020-10-15,Oklahoma,78,1221
2020-10-15,Oregon,203,361
2020-10-15,Pennsylvania,349,1546
2020-10-15,Puerto Rico,54,569
2020-10-15,Rhode Island,26,274
2020-10-15,South Carolina,124,1297
2020-10-15,South Dakota,39,797
2020-10-15,Tennessee,289,2215
2020-10-15,Pacific Trust Territories and Possessions,3,0
2020-10-15,Texas,1389,5809
2020-10-15,Utah,298,1470
2020-10-15,Virginia,380,1331
2020-10-15,Virgin Islands,13,1
2020-10-15,Vermont,14,14
2020-10-15,Washington,472,770
2020-10-15,Wisconsin,121,4039
2020-10-15,West Virginia,15,264
2020-10-15,Wyoming,23,198
2020-10-16,Alaska,74,228
2020-10-16,Alabama,78,1212
2020-10-16,Arkansas,52,1015
2020-10-16,Arizona,389,760
2020-10-16,California,1153,3721
2020-10-16,Colorado,689,1269
2020-10-16,Connecticut,36,802
2020-10-16,Florida,999,3449
2020-10-16,Georgia,808,1786
2020-10-16,Hawaii,166,85
2020-10-16,Iowa,62,1514
2020-10-16,Idaho,77,763
2020-10-16,Illinois,837,5008
2020-10-16,Indiana,136,2298
2020-10-16,Kansas,38,1694
2020-10-16,Kentucky,148,1354
2020-10-16,Louisiana,133,774
2020-10-16,Massachusetts,159,767
2020-10-16,Maryland,189,780
2020-10-16,Maine,32,29
2020-10-16,Michigan,422,2218
2020-10-16,Minnesota,321,2290
2020-10-16,Missouri,226,2622
2020-10-16,Mississippi,31,1116
2020-10-16,Montana,74,631
2020-10-16,North Carolina,690,2694
2020-10-16,North Dakota,45,864
2020-10-16,Nebraska,59,1296
2020-10-16,New Hampshire,14,88
2020-10-16,New Jersey,215,810
2020-10-16,New Mexico,46,812
2020-10-16,Nevada,372,751
2020-10-16,New York,377,1703
2020-10-16,Ohio,181,2148
2020-10-16,Oklahoma,79,1472
2020-10-16,Oregon,199,411
2020-10-16,Pennsylvania,344,1683
2020-10-16,Puerto Rico,56,327
2020-10-16,Rhode Island,25,253
2020-10-16,South Carolina,127,1147
2020-10-16,South Dakota,41,793
2020-10-16,Tennessee,288,744
2020-10-16,Pacific Trust Territories and Possessions,1,0
2020-10-16,Texas,1488,5590
2020-10-16,Utah,300,1478
2020-10-16,Virginia,381,1183
2020-10-16,Virgin Islands,11,0
2020-10-16,Vermont,14,12
2020-10-16,Washington,475,695
2020-10-16,Wisconsin,124,4172
2020-10-16,West Virginia,15,498
2020-10-16,Wyoming,23,290
2020-10-17,Alaska,70,214
2020-10-17,Alabama,71,1288
2020-10-17,Arkansas,47,883
2020-10-17,Arizona,365,904
2020-10-17,California,1071,2156
2020-10-17,Colorado,642,1092
2020-10-17,Connecticut,32,0
2020-10-17,Florida,941,4044
2020-10-17,Georgia,768,1589
2020-10-17,Hawaii,165,94
2020-10-17,Iowa,49,952
2020-10-17,Idaho,74,348
2020-10-17,Illinois,707,3568
2020-10-17,Indiana,139,2485
2020-10-17,Kansas,31,107
2020-10-17,Kentucky,124,1059
2020-10-17,Louisiana,112,0
2020-10-17,Massachusetts,127,584
2020-10-17,Maryland,178,641
2020-10-17,Maine,24,48
2020-10-17,Michigan,374,115
2020-10-17,Minnesota,308,1694
2020-10-17,Missouri,205,1890
2020-10-17,Mississippi,28,751
2020-10-17,Montana,65,610
2020-10-17,North Carolina,654,1988
2020-10-17,North Dakota,43,744
2020-10-17,Nebraska,52,610
2020-10-17,New Hampshire,12,111
2020-10-17,New Jersey,168,934
2020-10-17,New Mexico,43,573
2020-10-17,Nevada,303,1016
2020-10-17,New York,314,1788
2020-10-17,Ohio,154,2234
2020-10-17,Oklahoma,73,1195
2020-10-17,Oregon,193,369
2020-10-17,Pennsylvania,204,1485
2020-10-17,Puerto Rico,47,238
2020-10-17,Rhode Island,20,0
2020-10-17,South Carolina,109,961
2020-10-17,South Dakota,35,806
2020-10-17,Tennessee,260,2509
2020-10-17,Pacific Trust Territories and Possessions,3,0
2020-10-17,Texas,1322,4426
2020-10-17,Utah,283,1331
2020-10-17,Virginia,339,1114
2020-10-17,Virgin Islands,13,6
2020-10-17,Vermont,10,11
2020-10-17,Washington,461,521
2020-10-17,Wisconsin,114,0
2020-10-17,West Virginia,13,221
2020-10-17,Wyoming,22,151
2020-10-18,Alaska,68,224
2020-10-18,Alabama,80,964
2020-10-18,Arkansas,57,644
2020-10-18,Arizona,400,737
2020-10-18,California,1163,2137
2020-10-18,Colorado,697,999
2020-10-18,Connecticut,38,0
2020-10-18,Florida,1071,2539
2020-10-18,Georgia,823,1305
2020-10-18,Hawaii,158,82
2020-10-18,Iowa,65,636
2020-10-18,Idaho,82,510
2020-10-18,Illinois,844,4083
2020-10-18,Indiana,144,1605
2020-10-18,Kansas,38,106
2020-10-18,Kentucky,156,715
2020-10-18,Louisiana,140,1143
2020-10-18,Massachusetts,168,730
2020-10-18,Maryland,191,686
2020-10-18,Maine,32,26
2020-10-18,Michigan,422,78
2020-10-18,Minnesota,324,1722
2020-10-18,Missouri,239,1502
2020-10-18,Mississippi,31,233
2020-10-18,Montana,72,537
2020-10-18,North Carolina,695,2096
2020-10-18,North Dakota,50,717
2020-10-18,Nebraska,60,734
2020-10-18,New Hampshire,14,69
2020-10-18,New Jersey,219,1275
2020-10-18,New Mexico,48,445
2020-10-18,Nevada,392,526
2020-10-18,New York,383,1390
2020-10-18,Ohio,191,1562
2020-10-18,Oklahoma,89,796
2020-10-18,Oregon,208,216
2020-10-18,Pennsylvania,353,1102
2020-10-18,Puerto Rico,55,643
2020-10-18,Rhode Island,28,0
2020-10-18,South Carolina,130,776
2020-10-18,South Dakota,40,658
2020-10-18,Tennessee,305,2518
2020-10-18,Pacific Trust Territories and Possessions,1,0
2020-10-18,Texas,1495,5383
2020-10-18,Utah,302,1097
2020-10-18,Virginia,381,900
2020-10-18,Virgin Islands,13,0
2020-10-18,Vermont,14,11
2020-10-18,Washington,481,349
2020-10-18,Wisconsin,129,0
2020-10-18,West Virginia,15,280
2020-10-18,Wyoming,25,209
2020-10-19,Alaska,76,204
2020-10-19,Alabama,77,859
2020-10-19,Arkansas,50,531
2020-10-19,Arizona,383,784
2020-10-19,California,1153,4271
2020-10-19,Colorado,680,924
2020-10-19,Connecticut,37,1191
2020-10-19,Florida,999,1707
2020-10-19,Georgia,800,1881
2020-10-19,Hawaii,164,35
2020-10-19,Iowa,59,780
2020-10-19,Idaho,77,1031
2020-10-19,Illinois,761,3579
2020-10-19,Indiana,130,1583
2020-10-19,Kansas,36,1894
2020-10-19,Kentucky,145,905
2020-10-19,Louisiana,132,201
2020-10-19,Massachusetts,157,828
2020-10-19,Maryland,182,494
2020-10-19,Maine,32,23
2020-10-19,Michigan,409,4718
2020-10-19,Minnesota,316,1627
2020-10-19,Missouri,219,2093
2020-10-19,Mississippi,31,353
2020-10-19,Montana,74,682
2020-10-19,North Carolina,688,1435
2020-10-19,North Dakota,48,659
2020-10-19,Nebraska,59,749
2020-10-19,New Hampshire,13,52
2020-10-19,New Jersey,214,1192
2020-10-19,New Mexico,45,514
2020-10-19,Nevada,368,604
2020-10-19,New York,376,999
2020-10-19,Ohio,177,1837
2020-10-19,Oklahoma,80,774
2020-10-19,Oregon,199,267
2020-10-19,Pennsylvania,344,1670
2020-10-19,Puerto Rico,53,657
2020-10-19,Rhode Island,25,656
2020-10-19,South Carolina,124,619
2020-10-19,South Dakota,40,567
2020-10-19,Tennessee,281,3141
2020-10-19,Pacific Trust Territories and Possessions,3,0
2020-10-19,Texas,1478,4704
2020-10-19,Utah,291,1178
2020-10-19,Virginia,376,690
2020-10-19,Virgin Islands,9,0
2020-10-19,Vermont,14,9
2020-10-19,Washington,470,920
2020-10-19,Wisconsin,118,7525
2020-10-19,West Virginia,15,212
2020-10-19,Wyoming,23,286
2020-10-20,Alaska,70,211
2020-10-20,Alabama,60,1043
2020-10-20,Arkansas,42,844
2020-10-20,Arizona,335,1006
2020-10-20,California,1001,4428
2020-10-20,Colorado,545,1239
2020-10-20,Connecticut,25,434
2020-10-20,Florida,665,3662
2020-10-20,Georgia,689,1336
2020-10-20,Hawaii,157,84
2020-10-20,Iowa,46,1096
2020-10-20,Idaho,72,1030
2020-10-20,Illinois,619,3702
2020-10-20,Indiana,102,1500
2020-10-20,Kansas,27,267
2020-10-20,Kentucky,97,1288
2020-10-20,Louisiana,100,699
2020-10-20,Massachusetts,112,976
2020-10-20,Maryland,163,586
2020-10-20,Maine,19,27
2020-10-20,Michigan,344,1894
2020-10-20,Minnesota,276,1092
2020-10-20,Missouri,179,642
2020-10-20,Mississippi,24,730
2020-10-20,Montana,60,698
2020-10-20,North Carolina,551,1607
2020-10-20,North Dakota,39,1029
2020-10-20,Nebraska,47,592
2020-10-20,New Hampshire,9,82
2020-10-20,New Jersey,152,988
2020-10-20,New Mexico,39,594
2020-10-20,Nevada,265,701
2020-10-20,New York,272,1201
2020-10-20,Ohio,126,2015
2020-10-20,Oklahoma,66,1475
2020-10-20,Oregon,180,350
2020-10-20,Pennsylvania,173,1546
2020-10-20,Puerto Rico,42,693
2020-10-20,Rhode Island,18,302
2020-10-20,South Carolina,80,884
2020-10-20,South Dakota,33,621
2020-10-20,Tennessee,216,1527
2020-10-20,Pacific Trust Territories and Possessions,1,0
2020-10-20,Texas,1252,5869
2020-10-20,Utah,266,1071
2020-10-20,Virginia,262,926
2020-10-20,Virgin Islands,6,2
2020-10-20,Vermont,10,10
2020-10-20,Washington,444,522
2020-10-20,Wisconsin,98,4721
2020-10-20,West Virginia,10,226
2020-10-20,Wyoming,20,215
2020-10-21,Alaska,77,210
2020-10-21,Alabama,60,1146
2020-10-21,Arkansas,41,1155
2020-10-21,Arizona,343,1009
2020-10-21,California,1030,3060
2020-10-21,Colorado,614,1279
2020-10-21,Connecticut,24,416
2020-10-21,Florida,699,2144
2020-10-21,Georgia,701,1459
2020-10-21,Hawaii,150,77
2020-10-21,Iowa,42,1234
2020-10-21,Idaho,73,769
2020-10-21,Illinois,490,4009
2020-10-21,Indiana,98,1734
2020-10-21,Kansas,32,1416
2020-10-21,Kentucky,99,1379
2020-10-21,Louisiana,101,1363
2020-10-21,Massachusetts,115,702
2020-10-21,Maryland,163,491
2020-10-21,Maine,23,38
2020-10-21,Michigan,354,1908
2020-10-21,Minnesota,286,1060
2020-10-21,Missouri,178,2544
2020-10-21,Mississippi,28,801
2020-10-21,Montana,61,617
2020-10-21,North Carolina,557,1852
2020-10-21,North Dakota,44,499
2020-10-21,Nebraska,50,899
2020-10-21,New Hampshire,10,89
2020-10-21,New Jersey,151,1030
2020-10-21,New Mexico,39,819
2020-10-21,Nevada,270,514
2020-10-21,New York,281,2029
2020-10-21,Ohio,129,2366
2020-10-21,Oklahoma,65,1307
2020-10-21,Oregon,186,309
2020-10-21,Pennsylvania,284,1359
2020-10-21,Puerto Rico,42,187
2020-10-21,Rhode Island,18,474
2020-10-21,South Carolina,86,864
2020-10-21,South Dakota,33,587
2020-10-21,Tennessee,217,2306
2020-10-21,Pacific Trust Territories and Possessions,1,0
2020-10-21,Texas,1281,6472
2020-10-21,Utah,276,1394
2020-10-21,Virginia,269,1018
2020-10-21,Virgin Islands,7,0
2020-10-21,Vermont,11,15
2020-10-21,Washington,451,779
2020-10-21,Wisconsin,94,4327
2020-10-21,West Virginia,12,215
2020-10-21,Wyoming,22,322
2020-10-22,Alaska,71,231
2020-10-22,Alabama,75,1390
2020-10-22,Arkansas,53,1202
2020-10-22,Arizona,386,966
2020-10-22,California,1115,6271
2020-10-22,Colorado,677,1394
2020-10-22,Connecticut,38,502
2020-10-22,Florida,1004,5558
2020-10-22,Georgia,815,1707
2020-10-22,Hawaii,153,99
2020-10-22,Iowa,59,1798
2020-10-22,Idaho,81,1022
2020-10-22,Illinois,765,4960
2020-10-22,Indiana,130,2856
2020-10-22,Kansas,35,247
2020-10-22,Kentucky,144,1472
2020-10-22,Louisiana,133,772
2020-10-22,Massachusetts,165,1049
2020-10-22,Maryland,180,753
2020-10-22,Maine,32,37
2020-10-22,Michigan,415,2245
2020-10-22,Minnesota,320,1561
2020-10-22,Missouri,210,1876
2020-10-22,Mississippi,30,958
2020-10-22,Montana,71,918
2020-10-22,North Carolina,691,2408
2020-10-22,North Dakota,50,887
2020-10-22,Nebraska,57,977
2020-10-22,New Hampshire,13,77
2020-10-22,New Jersey,212,1162
2020-10-22,New Mexico,46,662
2020-10-22,Nevada,376,835
2020-10-22,New York,374,1629
2020-10-22,Ohio,182,2425
2020-10-22,Oklahoma,76,1628
2020-10-22,Oregon,204,367
2020-10-22,Pennsylvania,348,2054
2020-10-22,Puerto Rico,54,207
2020-10-22,Rhode Island,26,471
2020-10-22,South Carolina,122,1128
2020-10-22,South Dakota,39,973
2020-10-22,Tennessee,280,1979
2020-10-22,Pacific Trust Territories and Possessions,3,0
2020-10-22,Texas,1393,5293
2020-10-22,Utah,295,1526
2020-10-22,Virginia,380,1332
2020-10-22,Virgin Islands,12,6
2020-10-22,Vermont,13,16
2020-10-22,Washington,474,740
2020-10-22,Wisconsin,121,3628
2020-10-22,West Virginia,15,323
2020-10-22,Wyoming,23,271
2020-10-23,Alaska,74,277
2020-10-23,Alabama,77,3852
2020-10-23,Arkansas,51,1337
2020-10-23,Arizona,380,996
2020-10-23,California,1143,5901
2020-10-23,Colorado,680,1428
2020-10-23,Connecticut,35,679
2020-10-23,Florida,980,3689
2020-10-23,Georgia,811,2163
2020-10-23,Hawaii,153,139
2020-10-23,Iowa,62,1354
2020-10-23,Idaho,77,1139
2020-10-23,Illinois,828,5014
2020-10-23,Indiana,130,2467
2020-10-23,Kansas,37,1576
2020-10-23,Kentucky,146,1461
2020-10-23,Louisiana,133,699
2020-10-23,Massachusetts,157,1070
2020-10-23,Maryland,183,712
2020-10-23,Maine,32,31
2020-10-23,Michigan,422,2026
2020-10-23,Minnesota,320,1711
2020-10-23,Missouri,215,2560
2020-10-23,Mississippi,31,795
2020-10-23,Montana,73,864
2020-10-23,North Carolina,689,2116
2020-10-23,North Dakota,45,887
2020-10-23,Nebraska,60,1392
2020-10-23,New Hampshire,14,118
2020-10-23,New Jersey,213,1045
2020-10-23,New Mexico,46,791
2020-10-23,Nevada,368,1016
2020-10-23,New York,373,1636
2020-10-23,Ohio,179,2518
2020-10-23,Oklahoma,78,1373
2020-10-23,Oregon,198,532
2020-10-23,Pennsylvania,344,2258
2020-10-23,Puerto Rico,55,1947
2020-10-23,Rhode Island,25,524
2020-10-23,South Carolina,124,1064
2020-10-23,South Dakota,41,1185
2020-10-23,Tennessee,276,3528
2020-10-23,Pacific Trust Territories and Possessions,1,0
2020-10-23,Texas,1481,7676
2020-10-23,Utah,297,2011
2020-10-23,Virginia,381,1180
2020-10-23,Virgin Islands,12,3
2020-10-23,Vermont,14,29
2020-10-23,Washington,474,825
2020-10-23,Wisconsin,124,4626
2020-10-23,West Virginia,15,335
2020-10-23,Wyoming,23,426
2020-10-24,Alaska,70,372
2020-10-24,Alabama,66,2360
2020-10-24,Arkansas,44,1183
2020-10-24,Arizona,354,988
2020-10-24,California,1041,4319
2020-10-24,Colorado,626,1922
2020-10-24,Connecticut,30,0
2020-10-24,Florida,892,4471
2020-10-24,Georgia,666,1682
2020-10-24,Hawaii,153,89
2020-10-24,Iowa,48,1356
2020-10-24,Idaho,72,881
2020-10-24,Illinois,690,5900
2020-10-24,Indiana,123,2741
2020-10-24,Kansas,30,55
2020-10-24,Kentucky,116,1458
2020-10-24,Louisiana,109,0
2020-10-24,Massachusetts,119,1203
2020-10-24,Maryland,165,674
2020-10-24,Maine,25,42
2020-10-24,Michigan,339,3257
2020-10-24,Minnesota,281,2259
2020-10-24,Missouri,184,1875
2020-10-24,Mississippi,26,1212
2020-10-24,Montana,66,549
2020-10-24,North Carolina,642,2905
2020-10-24,North Dakota,42,935
2020-10-24,Nebraska,50,587
2020-10-24,New Hampshire,11,126
2020-10-24,New Jersey,168,1909
2020-10-24,New Mexico,42,872
2020-10-24,Nevada,295,891
2020-10-24,New York,298,2058
2020-10-24,Ohio,140,2858
2020-10-24,Oklahoma,70,1829
2020-10-24,Oregon,187,382
2020-10-24,Pennsylvania,194,1711
2020-10-24,Puerto Rico,49,296
2020-10-24,Rhode Island,19,0
2020-10-24,South Carolina,101,792
2020-10-24,South Dakota,35,939
2020-10-24,Tennessee,223,2584
2020-10-24,Pacific Trust Territories and Possessions,3,0
2020-10-24,Texas,1305,7267
2020-10-24,Utah,265,1563
2020-10-24,Virginia,328,1088
2020-10-24,Virgin Islands,13,0
2020-10-24,Vermont,9,27
2020-10-24,Washington,446,583
2020-10-24,Wisconsin,107,4660
2020-10-24,West Virginia,11,320
2020-10-24,Wyoming,20,260
2020-10-25,Alaska,67,529
2020-10-25,Alabama,74,1079
2020-10-25,Arkansas,56,797
2020-10-25,Arizona,386,1302
2020-10-25,California,1135,2700
2020-10-25,Colorado,673,1753
2020-10-25,Connecticut,36,0
2020-10-25,Florida,1030,2385
2020-10-25,Georgia,704,1343
2020-10-25,Hawaii,148,117
2020-10-25,Iowa,63,1286
2020-10-25,Idaho,80,380
2020-10-25,Illinois,827,4031
2020-10-25,Indiana,127,2152
2020-10-25,Kansas,37,64
2020-10-25,Kentucky,141,1229
2020-10-25,Louisiana,135,972
2020-10-25,Massachusetts,158,1077
2020-10-25,Maryland,179,911
2020-10-25,Maine,32,64
2020-10-25,Michigan,383,130
2020-10-25,Minnesota,292,1680
2020-10-25,Missouri,211,1497
2020-10-25,Mississippi,29,0
2020-10-25,Montana,72,731
2020-10-25,North Carolina,680,1689
2020-10-25,North Dakota,48,845
2020-10-25,Nebraska,55,585
2020-10-25,New Hampshire,14,90
2020-10-25,New Jersey,217,1129
2020-10-25,New Mexico,47,823
2020-10-25,Nevada,368,863
2020-10-25,New York,370,1633
2020-10-25,Ohio,176,2309
2020-10-25,Oklahoma,79,1051
2020-10-25,Oregon,201,362
2020-10-25,Pennsylvania,344,1386
2020-10-25,Puerto Rico,51,1223
2020-10-25,Rhode Island,29,0
2020-10-25,South Carolina,119,1337
2020-10-25,South Dakota,39,1062
2020-10-25,Tennessee,273,3317
2020-10-25,Pacific Trust Territories and Possessions,1,0
2020-10-25,Texas,1456,3935
2020-10-25,Utah,281,1916
2020-10-25,Virginia,375,999
2020-10-25,Virgin Islands,13,0
2020-10-25,Vermont,13,30
2020-10-25,Washington,465,498
2020-10-25,Wisconsin,121,3778
2020-10-25,West Virginia,14,194
2020-10-25,Wyoming,23,236
2020-10-26,Alaska,75,348
2020-10-26,Alabama,72,967
2020-10-26,Arkansas,47,612
2020-10-26,Arizona,374,993
2020-10-26,California,1125,4355
2020-10-26,Colorado,667,1944
2020-10-26,Connecticut,35,2047
2020-10-26,Florida,982,3377
2020-10-26,Georgia,692,3931
2020-10-26,Hawaii,157,35
2020-10-26,Iowa,57,960
2020-10-26,Idaho,74,1056
2020-10-26,Illinois,747,5019
2020-10-26,Indiana,116,1972
2020-10-26,Kansas,36,2232
2020-10-26,Kentucky,133,1235
2020-10-26,Louisiana,127,227
2020-10-26,Massachusetts,146,1212
2020-10-26,Maryland,177,564
2020-10-26,Maine,32,53
2020-10-26,Michigan,373,4109
2020-10-26,Minnesota,286,1570
2020-10-26,Missouri,205,2490
2020-10-26,Mississippi,29,675
2020-10-26,Montana,73,700
2020-10-26,North Carolina,671,2031
2020-10-26,North Dakota,46,522
2020-10-26,Nebraska,56,843
2020-10-26,New Hampshire,12,69
2020-10-26,New Jersey,213,1216
2020-10-26,New Mexico,44,723
2020-10-26,Nevada,350,532
2020-10-26,New York,362,1192
2020-10-26,Ohio,165,2116
2020-10-26,Oklahoma,75,663
2020-10-26,Oregon,193,353
2020-10-26,Pennsylvania,329,2492
2020-10-26,Puerto Rico,56,632
2020-10-26,Rhode Island,26,906
2020-10-26,South Carolina,115,823
2020-10-26,South Dakota,39,538
2020-10-26,Tennessee,259,2252
2020-10-26,Pacific Trust Territories and Possessions,3,0
2020-10-26,Texas,1462,6648
2020-10-26,Utah,273,1030
2020-10-26,Virginia,366,904
2020-10-26,Virgin Islands,9,2
2020-10-26,Vermont,13,10
2020-10-26,Washington,455,1123
2020-10-26,Wisconsin,111,3199
2020-10-26,West Virginia,14,317
2020-10-26,Wyoming,22,436
2020-10-27,Alaska,69,383
2020-10-27,Alabama,56,1115
2020-10-27,Arkansas,41,952
2020-10-27,Arizona,331,965
2020-10-27,California,994,4928
2020-10-27,Colorado,535,1425
2020-10-27,Connecticut,25,538
2020-10-27,Florida,656,4298
2020-10-27,Georgia,640,1223
2020-10-27,Hawaii,147,62
2020-10-27,Iowa,45,1654
2020-10-27,Idaho,70,882
2020-10-27,Illinois,609,4004
2020-10-27,Indiana,91,1986
2020-10-27,Kansas,27,288
2020-10-27,Kentucky,93,1735
2020-10-27,Louisiana,98,922
2020-10-27,Massachusetts,108,1260
2020-10-27,Maryland,161,903
2020-10-27,Maine,19,57
2020-10-27,Michigan,326,2660
2020-10-27,Minnesota,262,2164
2020-10-27,Missouri,172,1724
2020-10-27,Mississippi,24,854
2020-10-27,Montana,60,842
2020-10-27,North Carolina,537,2175
2020-10-27,North Dakota,38,889
2020-10-27,Nebraska,46,860
2020-10-27,New Hampshire,8,133
2020-10-27,New Jersey,160,1647
2020-10-27,New Mexico,38,583
2020-10-27,Nevada,260,808
2020-10-27,New York,274,1994
2020-10-27,Ohio,120,2509
2020-10-27,Oklahoma,65,1010
2020-10-27,Oregon,177,367
2020-10-27,Pennsylvania,166,2272
2020-10-27,Puerto Rico,46,362
2020-10-27,Rhode Island,18,421
2020-10-27,South Carolina,77,1078
2020-10-27,South Dakota,31,989
2020-10-27,Tennessee,204,1928
2020-10-27,Pacific Trust Territories and Possessions,1,0
2020-10-27,Texas,1249,7235
2020-10-27,Utah,254,1163
2020-10-27,Virginia,261,1134
2020-10-27,Virgin Islands,6,3
2020-10-27,Vermont,9,30
2020-10-27,Washington,435,573
2020-10-27,Wisconsin,93,5331
2020-10-27,West Virginia,10,483
2020-10-27,Wyoming,19,329
2020-10-28,Alaska,77,354
2020-10-28,Alabama,56,1269
2020-10-28,Arkansas,40,961
2020-10-28,Arizona,337,1101
2020-10-28,California,1022,4053
2020-10-28,Colorado,603,1503
2020-10-28,Connecticut,24,490
2020-10-28,Florida,677,4115
2020-10-28,Georgia,645,1628
2020-10-28,Hawaii,150,55
2020-10-28,Iowa,40,2059
2020-10-28,Idaho,71,915
2020-10-28,Illinois,479,6116
2020-10-28,Indiana,89,2570
2020-10-28,Kansas,32,2724
2020-10-28,Kentucky,94,1985
2020-10-28,Louisiana,99,1098
2020-10-28,Massachusetts,111,1181
2020-10-28,Maryland,161,681
2020-10-28,Maine,23,76
2020-10-28,Michigan,330,3534
2020-10-28,Minnesota,273,1908
2020-10-28,Missouri,171,2420
2020-10-28,Mississippi,28,1000
2020-10-28,Montana,62,629
2020-10-28,North Carolina,545,2232
2020-10-28,North Dakota,41,777
2020-10-28,Nebraska,48,1130
2020-10-28,New Hampshire,9,111
2020-10-28,New Jersey,157,1670
2020-10-28,New Mexico,38,657
2020-10-28,Nevada,262,686
2020-10-28,New York,279,2029
2020-10-28,Ohio,123,2607
2020-10-28,Oklahoma,64,743
2020-10-28,Oregon,183,407
2020-10-28,Pennsylvania,273,2332
2020-10-28,Puerto Rico,46,90
2020-10-28,Rhode Island,18,499
