Date,state,number_of_flights,number_of_new_cases
2020-10-28,South Carolina,82,912
2020-10-28,South Dakota,30,1270
2020-10-28,Tennessee,204,2581
2020-10-28,Pacific Trust Territories and Possessions,1,0
2020-10-28,Texas,1273,7770
2020-10-28,Utah,262,1617
2020-10-28,Virginia,267,1345
2020-10-28,Virgin Islands,7,2
2020-10-28,Vermont,10,7
2020-10-28,Washington,442,899
2020-10-28,Wisconsin,87,4131
2020-10-28,West Virginia,11,358
2020-10-28,Wyoming,21,340
2020-10-29,Alaska,71,364
2020-10-29,Alabama,70,1443
2020-10-29,Arkansas,51,1072
2020-10-29,Arizona,380,1251
2020-10-29,California,1090,4213
2020-10-29,Colorado,665,2051
2020-10-29,Connecticut,37,1319
2020-10-29,Florida,986,4198
2020-10-29,Georgia,697,1714
2020-10-29,Hawaii,152,71
2020-10-29,Iowa,56,2321
2020-10-29,Idaho,78,998
2020-10-29,Illinois,754,6418
2020-10-29,Indiana,116,3624
2020-10-29,Kansas,35,353
2020-10-29,Kentucky,134,1832
2020-10-29,Louisiana,130,394
2020-10-29,Massachusetts,155,1346
2020-10-29,Maryland,177,957
2020-10-29,Maine,32,80
2020-10-29,Michigan,376,4108
2020-10-29,Minnesota,290,2867
2020-10-29,Missouri,197,2970
2020-10-29,Mississippi,28,970
2020-10-29,Montana,71,881
2020-10-29,North Carolina,676,2853
2020-10-29,North Dakota,48,1223
2020-10-29,Nebraska,53,1468
2020-10-29,New Hampshire,12,127
2020-10-29,New Jersey,215,1550
2020-10-29,New Mexico,45,1078
2020-10-29,Nevada,357,990
2020-10-29,New York,358,2497
2020-10-29,Ohio,171,3590
2020-10-29,Oklahoma,74,1041
2020-10-29,Oregon,197,565
2020-10-29,Pennsylvania,334,2235
2020-10-29,Puerto Rico,54,1211
2020-10-29,Rhode Island,29,368
2020-10-29,South Carolina,113,1100
2020-10-29,South Dakota,37,1000
2020-10-29,Tennessee,254,2458
2020-10-29,Pacific Trust Territories and Possessions,3,0
2020-10-29,Texas,1371,7110
2020-10-29,Utah,277,1803
2020-10-29,Virginia,368,1429
2020-10-29,Virgin Islands,12,0
2020-10-29,Vermont,13,21
2020-10-29,Washington,460,883
2020-10-29,Wisconsin,112,5134
2020-10-29,West Virginia,13,402
2020-10-29,Wyoming,22,361
2020-10-30,Alaska,73,386
2020-10-30,Alabama,72,1347
2020-10-30,Arkansas,49,1162
2020-10-30,Arizona,376,1589
2020-10-30,California,1117,4933
2020-10-30,Colorado,667,2262
2020-10-30,Connecticut,35,761
2020-10-30,Florida,964,5592
2020-10-30,Georgia,695,1317
2020-10-30,Hawaii,154,99
2020-10-30,Iowa,60,2741
2020-10-30,Idaho,74,980
2020-10-30,Illinois,812,8519
2020-10-30,Indiana,117,3182
2020-10-30,Kansas,36,2930
2020-10-30,Kentucky,135,2103
2020-10-30,Louisiana,129,433
2020-10-30,Massachusetts,146,1582
2020-10-30,Maryland,179,925
2020-10-30,Maine,32,103
2020-10-30,Michigan,383,3434
2020-10-30,Minnesota,291,3155
2020-10-30,Missouri,207,2983
2020-10-30,Mississippi,29,749
2020-10-30,Montana,73,1063
2020-10-30,North Carolina,674,2812
2020-10-30,North Dakota,44,1353
2020-10-30,Nebraska,56,1549
2020-10-30,New Hampshire,13,116
2020-10-30,New Jersey,214,1976
2020-10-30,New Mexico,45,1005
2020-10-30,Nevada,350,1224
2020-10-30,New York,356,2258
2020-10-30,Ohio,166,3845
2020-10-30,Oklahoma,76,1302
2020-10-30,Oregon,192,595
2020-10-30,Pennsylvania,331,2499
2020-10-30,Puerto Rico,58,945
2020-10-30,Rhode Island,26,562
2020-10-30,South Carolina,114,1003
2020-10-30,South Dakota,40,1559
2020-10-30,Tennessee,256,2605
2020-10-30,Pacific Trust Territories and Possessions,1,0
2020-10-30,Texas,1463,6668
2020-10-30,Utah,280,2266
2020-10-30,Virginia,369,1456
2020-10-30,Virgin Islands,11,9
2020-10-30,Vermont,12,14
2020-10-30,Washington,458,1145
2020-10-30,Wisconsin,116,5380
2020-10-30,West Virginia,14,524
2020-10-30,Wyoming,22,521
2020-10-31,Alaska,68,444
2020-10-31,Alabama,54,1789
2020-10-31,Arkansas,34,1316
2020-10-31,Arizona,292,1863
2020-10-31,California,969,3422
2020-10-31,Colorado,586,2917
2020-10-31,Connecticut,22,0
2020-10-31,Florida,740,2331
2020-10-31,Georgia,563,2474
2020-10-31,Hawaii,150,62
2020-10-31,Iowa,31,2825
2020-10-31,Idaho,65,622
2020-10-31,Illinois,450,6416
2020-10-31,Indiana,86,3465
2020-10-31,Kansas,24,3
2020-10-31,Kentucky,87,1624
2020-10-31,Louisiana,86,0
2020-10-31,Massachusetts,94,1430
2020-10-31,Maryland,152,793
2020-10-31,Maine,20,98
2020-10-31,Michigan,288,3804
2020-10-31,Minnesota,249,3007
2020-10-31,Missouri,160,2095
2020-10-31,Mississippi,20,824
2020-10-31,Montana,60,806
2020-10-31,North Carolina,444,2574
2020-10-31,North Dakota,38,1433
2020-10-31,Nebraska,40,1062
2020-10-31,New Hampshire,7,200
2020-10-31,New Jersey,165,1363
2020-10-31,New Mexico,34,581
2020-10-31,Nevada,260,806
2020-10-31,New York,251,2052
2020-10-31,Ohio,109,2915
2020-10-31,Oklahoma,57,1267
2020-10-31,Oregon,177,535
2020-10-31,Pennsylvania,149,2230
2020-10-31,Puerto Rico,50,385
2020-10-31,Rhode Island,15,0
2020-10-31,South Carolina,75,1018
2020-10-31,South Dakota,25,1433
2020-10-31,Tennessee,186,1591
2020-10-31,Pacific Trust Territories and Possessions,3,0
2020-10-31,Texas,1040,7428
2020-10-31,Utah,229,1738
2020-10-31,Virginia,281,1551
2020-10-31,Virgin Islands,11,14
2020-10-31,Vermont,8,24
2020-10-31,Washington,410,687
2020-10-31,Wisconsin,87,5778
2020-10-31,West Virginia,10,470
2020-10-31,Wyoming,18,270
2020-11-01,Alaska,66,350
2020-11-01,Alabama,68,1700
2020-11-01,Arkansas,52,867
2020-11-01,Arizona,379,1522
2020-11-01,California,1120,3635
2020-11-01,Colorado,664,2796
2020-11-01,Connecticut,37,0
2020-11-01,Florida,973,4865
2020-11-01,Georgia,682,1069
2020-11-01,Hawaii,152,80
2020-11-01,Iowa,56,2299
2020-11-01,Idaho,77,475
2020-11-01,Illinois,808,8303
2020-11-01,Indiana,109,2752
2020-11-01,Kansas,35,38
2020-11-01,Kentucky,132,1356
2020-11-01,Louisiana,124,1071
2020-11-01,Massachusetts,152,1131
2020-11-01,Maryland,174,1034
2020-11-01,Maine,29,47
2020-11-01,Michigan,375,337
2020-11-01,Minnesota,281,2200
2020-11-01,Missouri,193,2216
2020-11-01,Mississippi,27,340
2020-11-01,Montana,69,694
2020-11-01,North Carolina,513,1901
2020-11-01,North Dakota,44,1127
2020-11-01,Nebraska,54,905
2020-11-01,New Hampshire,12,130
2020-11-01,New Jersey,209,1743
2020-11-01,New Mexico,45,742
2020-11-01,Nevada,364,750
2020-11-01,New York,350,2259
2020-11-01,Ohio,163,3303
2020-11-01,Oklahoma,74,1349
2020-11-01,Oregon,203,496
2020-11-01,Pennsylvania,327,1684
2020-11-01,Puerto Rico,56,533
2020-11-01,Rhode Island,28,0
2020-11-01,South Carolina,101,1411
2020-11-01,South Dakota,36,1332
2020-11-01,Tennessee,243,735
2020-11-01,Pacific Trust Territories and Possessions,1,0
2020-11-01,Texas,1396,4338
2020-11-01,Utah,273,1840
2020-11-01,Virginia,356,1202
2020-11-01,Virgin Islands,12,0
2020-11-01,Vermont,11,17
2020-11-01,Washington,462,529
2020-11-01,Wisconsin,114,3553
2020-11-01,West Virginia,11,423
2020-11-01,Wyoming,21,425
2020-11-02,Alaska,75,351
2020-11-02,Alabama,69,907
2020-11-02,Arkansas,48,584
2020-11-02,Arizona,374,809
2020-11-02,California,1130,5258
2020-11-02,Colorado,669,2181
2020-11-02,Connecticut,33,2651
2020-11-02,Florida,956,4651
2020-11-02,Georgia,655,3561
2020-11-02,Hawaii,159,72
2020-11-02,Iowa,57,1600
2020-11-02,Idaho,74,977
2020-11-02,Illinois,739,6421
2020-11-02,Indiana,113,3076
2020-11-02,Kansas,35,3804
2020-11-02,Kentucky,132,1216
2020-11-02,Louisiana,129,275
2020-11-02,Massachusetts,148,842
2020-11-02,Maryland,177,850
2020-11-02,Maine,31,84
2020-11-02,Michigan,375,6634
2020-11-02,Minnesota,277,2948
2020-11-02,Missouri,200,3797
2020-11-02,Mississippi,28,365
2020-11-02,Montana,72,822
2020-11-02,North Carolina,671,1771
2020-11-02,North Dakota,47,972
2020-11-02,Nebraska,55,1239
2020-11-02,New Hampshire,12,106
2020-11-02,New Jersey,209,1368
2020-11-02,New Mexico,45,872
2020-11-02,Nevada,349,649
2020-11-02,New York,356,1632
2020-11-02,Ohio,161,2909
2020-11-02,Oklahoma,75,1084
2020-11-02,Oregon,195,559
2020-11-02,Pennsylvania,325,2743
2020-11-02,Puerto Rico,54,1511
2020-11-02,Rhode Island,27,1246
2020-11-02,South Carolina,109,894
2020-11-02,South Dakota,38,526
2020-11-02,Tennessee,257,2617
2020-11-02,Pacific Trust Territories and Possessions,3,0
2020-11-02,Texas,1497,7991
2020-11-02,Utah,268,1257
2020-11-02,Virginia,364,1026
2020-11-02,Virgin Islands,11,0
2020-11-02,Vermont,12,23
2020-11-02,Washington,454,1678
2020-11-02,Wisconsin,108,3551
2020-11-02,West Virginia,14,352
2020-11-02,Wyoming,22,444
2020-11-03,Alaska,67,391
2020-11-03,Alabama,51,1037
2020-11-03,Arkansas,40,878
2020-11-03,Arizona,328,1548
2020-11-03,California,996,5242
2020-11-03,Colorado,539,2543
2020-11-03,Connecticut,22,985
2020-11-03,Florida,611,4637
2020-11-03,Georgia,541,1633
2020-11-03,Hawaii,155,82
2020-11-03,Iowa,39,1879
2020-11-03,Idaho,68,1255
2020-11-03,Illinois,463,6598
2020-11-03,Indiana,81,2890
2020-11-03,Kansas,26,459
2020-11-03,Kentucky,83,1641
2020-11-03,Louisiana,91,1153
2020-11-03,Massachusetts,98,1036
2020-11-03,Maryland,156,772
2020-11-03,Maine,18,127
2020-11-03,Michigan,289,3664
2020-11-03,Minnesota,242,3476
2020-11-03,Missouri,162,2374
2020-11-03,Mississippi,21,644
2020-11-03,Montana,58,905
2020-11-03,North Carolina,525,2180
2020-11-03,North Dakota,34,1172
2020-11-03,Nebraska,42,1215
2020-11-03,New Hampshire,7,128
2020-11-03,New Jersey,160,1824
2020-11-03,New Mexico,37,1136
2020-11-03,Nevada,254,1062
2020-11-03,New York,244,2317
2020-11-03,Ohio,107,4229
2020-11-03,Oklahoma,64,1331
2020-11-03,Oregon,179,482
2020-11-03,Pennsylvania,151,2868
2020-11-03,Puerto Rico,46,771
2020-11-03,Rhode Island,16,423
2020-11-03,South Carolina,69,1035
2020-11-03,South Dakota,26,1004
2020-11-03,Tennessee,187,1778
2020-11-03,Pacific Trust Territories and Possessions,1,0
2020-11-03,Texas,1243,8512
2020-11-03,Utah,232,1608
2020-11-03,Virginia,250,1261
2020-11-03,Virgin Islands,8,9
2020-11-03,Vermont,8,18
2020-11-03,Washington,418,821
2020-11-03,Wisconsin,82,6253
2020-11-03,West Virginia,8,358
2020-11-03,Wyoming,17,452
2020-11-04,Alaska,77,411
2020-11-04,Alabama,55,1848
2020-11-04,Arkansas,42,1293
2020-11-04,Arizona,328,1012
2020-11-04,California,991,5241
2020-11-04,Colorado,602,2992
2020-11-04,Connecticut,28,530
2020-11-04,Florida,782,4423
2020-11-04,Georgia,609,3219
2020-11-04,Hawaii,158,150
2020-11-04,Iowa,44,2739
2020-11-04,Idaho,71,1287
2020-11-04,Illinois,632,7658
2020-11-04,Indiana,86,3706
2020-11-04,Kansas,31,2895
2020-11-04,Kentucky,82,1969
2020-11-04,Louisiana,96,1016
2020-11-04,Massachusetts,109,1714
2020-11-04,Maryland,148,983
2020-11-04,Maine,19,151
2020-11-04,Michigan,329,4327
2020-11-04,Minnesota,265,3827
2020-11-04,Missouri,161,3203
2020-11-04,Mississippi,26,766
2020-11-04,Montana,61,790
2020-11-04,North Carolina,484,2623
2020-11-04,North Dakota,41,1114
2020-11-04,Nebraska,46,2025
2020-11-04,New Hampshire,8,115
2020-11-04,New Jersey,167,2443
2020-11-04,New Mexico,33,1011
2020-11-04,Nevada,269,1209
2020-11-04,New York,246,2126
2020-11-04,Ohio,114,4071
2020-11-04,Oklahoma,64,1246
2020-11-04,Oregon,186,589
2020-11-04,Pennsylvania,162,2772
2020-11-04,Puerto Rico,45,77
2020-11-04,Rhode Island,13,579
2020-11-04,South Carolina,77,918
2020-11-04,South Dakota,29,937
2020-11-04,Tennessee,188,3354
2020-11-04,Pacific Trust Territories and Possessions,1,0
2020-11-04,Texas,1255,10627
2020-11-04,Utah,255,2188
2020-11-04,Virginia,249,1157
2020-11-04,Virgin Islands,8,3
2020-11-04,Vermont,8,30
2020-11-04,Washington,434,1483
2020-11-04,Wisconsin,99,6138
2020-11-04,West Virginia,8,394
2020-11-04,Wyoming,20,425
2020-11-05,Alaska,71,314
2020-11-05,Alabama,73,1381
2020-11-05,Arkansas,53,1548
2020-11-05,Arizona,415,1990
2020-11-05,California,1165,6260
2020-11-05,Colorado,705,3814
2020-11-05,Connecticut,38,1687
2020-11-05,Florida,1131,6257
2020-11-05,Georgia,725,2418
2020-11-05,Hawaii,169,92
2020-11-05,Iowa,57,5480
2020-11-05,Idaho,82,1214
2020-11-05,Illinois,784,9991
2020-11-05,Indiana,118,4423
2020-11-05,Kansas,36,460
2020-11-05,Kentucky,142,2228
2020-11-05,Louisiana,144,681
2020-11-05,Massachusetts,161,1862
2020-11-05,Maryland,190,1192
2020-11-05,Maine,34,183
2020-11-05,Michigan,384,6010
2020-11-05,Minnesota,292,3942
2020-11-05,Missouri,218,3521
2020-11-05,Mississippi,29,1612
2020-11-05,Montana,75,1012
2020-11-05,North Carolina,701,2930
2020-11-05,North Dakota,51,1536
2020-11-05,Nebraska,56,1916
2020-11-05,New Hampshire,16,245
2020-11-05,New Jersey,210,1962
2020-11-05,New Mexico,39,859
2020-11-05,Nevada,373,1192
2020-11-05,New York,373,3002
2020-11-05,Ohio,186,4961
2020-11-05,Oklahoma,81,2101
2020-11-05,Oregon,206,790
2020-11-05,Pennsylvania,383,2815
2020-11-05,Puerto Rico,55,396
2020-11-05,Rhode Island,30,628
2020-11-05,South Carolina,131,769
2020-11-05,South Dakota,38,1360
2020-11-05,Tennessee,284,2150
2020-11-05,Pacific Trust Territories and Possessions,3,0
2020-11-05,Texas,1475,8975
2020-11-05,Utah,284,2803
2020-11-05,Virginia,388,1366
2020-11-05,Virgin Islands,15,0
2020-11-05,Vermont,14,36
2020-11-05,Washington,465,1368
2020-11-05,Wisconsin,126,6275
2020-11-05,West Virginia,13,560
2020-11-05,Wyoming,23,365
2020-11-06,Alaska,75,525
2020-11-06,Alabama,75,1556
2020-11-06,Arkansas,49,1870
2020-11-06,Arizona,403,2118
2020-11-06,California,1179,6713
2020-11-06,Colorado,695,3227
2020-11-06,Connecticut,38,1065
2020-11-06,Florida,1138,5245
2020-11-06,Georgia,731,2671
2020-11-06,Hawaii,170,133
2020-11-06,Iowa,59,3472
2020-11-06,Idaho,77,1491
2020-11-06,Illinois,778,11356
2020-11-06,Indiana,116,4648
2020-11-06,Kansas,36,5178
2020-11-06,Kentucky,140,2298
2020-11-06,Louisiana,145,870
2020-11-06,Massachusetts,157,2113
2020-11-06,Maryland,193,1540
2020-11-06,Maine,33,184
2020-11-06,Michigan,387,4287
2020-11-06,Minnesota,292,5442
2020-11-06,Missouri,221,5018
2020-11-06,Mississippi,30,967
2020-11-06,Montana,74,988
2020-11-06,North Carolina,702,2914
2020-11-06,North Dakota,47,1765
2020-11-06,Nebraska,59,2632
2020-11-06,New Hampshire,16,204
2020-11-06,New Jersey,215,2161
2020-11-06,New Mexico,40,1284
2020-11-06,Nevada,367,1552
2020-11-06,New York,374,3208
2020-11-06,Ohio,179,5008
2020-11-06,Oklahoma,84,1878
2020-11-06,Oregon,199,769
2020-11-06,Pennsylvania,378,3648
2020-11-06,Puerto Rico,59,1103
2020-11-06,Rhode Island,29,630
2020-11-06,South Carolina,125,1233
2020-11-06,South Dakota,39,1488
2020-11-06,Tennessee,280,1735
2020-11-06,Pacific Trust Territories and Possessions,1,0
2020-11-06,Texas,1562,10014
2020-11-06,Utah,287,2928
2020-11-06,Virginia,394,1568
2020-11-06,Virgin Islands,14,2
2020-11-06,Vermont,13,23
2020-11-06,Washington,459,1664
2020-11-06,Wisconsin,120,6434
2020-11-06,West Virginia,14,540
2020-11-06,Wyoming,23,996
2020-11-07,Alaska,71,605
2020-11-07,Alabama,70,1768
2020-11-07,Arkansas,45,1598
2020-11-07,Arizona,361,2423
2020-11-07,California,1018,5204
2020-11-07,Colorado,562,3214
2020-11-07,Connecticut,37,0
2020-11-07,Florida,1011,4452
2020-11-07,Georgia,670,2055
2020-11-07,Hawaii,161,123
2020-11-07,Iowa,51,4372
2020-11-07,Idaho,73,1032
2020-11-07,Illinois,628,12177
2020-11-07,Indiana,103,4911
2020-11-07,Kansas,32,66
2020-11-07,Kentucky,115,2069
2020-11-07,Louisiana,111,0
2020-11-07,Massachusetts,122,2302
2020-11-07,Maryland,132,1234
2020-11-07,Maine,30,159
2020-11-07,Michigan,355,6283
2020-11-07,Minnesota,279,4647
2020-11-07,Missouri,164,3591
2020-11-07,Mississippi,27,1031
2020-11-07,Montana,68,936
2020-11-07,North Carolina,660,2439
2020-11-07,North Dakota,45,1602
2020-11-07,Nebraska,48,1702
2020-11-07,New Hampshire,14,229
2020-11-07,New Jersey,174,3202
2020-11-07,New Mexico,35,1277
2020-11-07,Nevada,289,2068
2020-11-07,New York,320,3587
2020-11-07,Ohio,162,5549
2020-11-07,Oklahoma,70,4507
2020-11-07,Oregon,190,979
2020-11-07,Pennsylvania,287,3236
2020-11-07,Puerto Rico,57,1013
2020-11-07,Rhode Island,22,0
2020-11-07,South Carolina,105,1870
2020-11-07,South Dakota,33,1337
2020-11-07,Tennessee,202,4311
2020-11-07,Pacific Trust Territories and Possessions,3,0
2020-11-07,Texas,1365,5929
2020-11-07,Utah,263,2944
2020-11-07,Virginia,350,2103
2020-11-07,Virgin Islands,22,15
2020-11-07,Vermont,11,21
2020-11-07,Washington,433,1097
2020-11-07,Wisconsin,108,7494
2020-11-07,West Virginia,11,655
2020-11-07,Wyoming,20,192
2020-11-08,Alaska,68,518
2020-11-08,Alabama,81,1205
2020-11-08,Arkansas,58,1038
2020-11-08,Arizona,428,1915
2020-11-08,California,1223,6043
2020-11-08,Colorado,710,3259
2020-11-08,Connecticut,39,0
2020-11-08,Florida,1200,6820
2020-11-08,Georgia,852,1360
2020-11-08,Hawaii,166,127
2020-11-08,Iowa,61,4944
2020-11-08,Idaho,87,684
2020-11-08,Illinois,786,9919
2020-11-08,Indiana,128,4652
2020-11-08,Kansas,37,134
2020-11-08,Kentucky,155,1174
2020-11-08,Louisiana,154,1266
2020-11-08,Massachusetts,170,1823
2020-11-08,Maryland,192,1253
2020-11-08,Maine,33,90
2020-11-08,Michigan,431,379
2020-11-08,Minnesota,328,5908
2020-11-08,Missouri,240,3009
2020-11-08,Mississippi,32,804
2020-11-08,Montana,75,731
2020-11-08,North Carolina,717,1868
2020-11-08,North Dakota,50,1101
2020-11-08,Nebraska,59,1574
2020-11-08,New Hampshire,16,247
2020-11-08,New Jersey,221,2013
2020-11-08,New Mexico,46,1210
2020-11-08,Nevada,411,982
2020-11-08,New York,405,3430
2020-11-08,Ohio,194,4541
2020-11-08,Oklahoma,83,0
2020-11-08,Oregon,211,861
2020-11-08,Pennsylvania,393,2580
2020-11-08,Puerto Rico,57,93
2020-11-08,Rhode Island,31,0
2020-11-08,South Carolina,139,946
2020-11-08,South Dakota,39,1428
2020-11-08,Tennessee,306,3470
2020-11-08,Pacific Trust Territories and Possessions,1,0
2020-11-08,Texas,1578,6935
2020-11-08,Utah,301,2383
2020-11-08,Virginia,407,1302
2020-11-08,Virgin Islands,16,0
2020-11-08,Vermont,15,45
2020-11-08,Washington,483,1090
2020-11-08,Wisconsin,125,4342
2020-11-08,West Virginia,14,662
2020-11-08,Wyoming,24,713
2020-11-09,Alaska,76,473
2020-11-09,Alabama,77,1170
2020-11-09,Arkansas,48,945
2020-11-09,Arizona,398,1347
2020-11-09,California,1197,6754
2020-11-09,Colorado,701,3877
2020-11-09,Connecticut,40,3338
2020-11-09,Florida,1159,3924
2020-11-09,Georgia,834,1629
2020-11-09,Hawaii,170,58
2020-11-09,Iowa,58,4327
2020-11-09,Idaho,81,1501
2020-11-09,Illinois,773,11035
2020-11-09,Indiana,125,4133
2020-11-09,Kansas,36,5493
2020-11-09,Kentucky,146,2137
2020-11-09,Louisiana,139,391
2020-11-09,Massachusetts,166,1328
2020-11-09,Maryland,196,1373
2020-11-09,Maine,34,195
2020-11-09,Michigan,423,9051
2020-11-09,Minnesota,325,3926
2020-11-09,Missouri,227,5220
2020-11-09,Mississippi,31,516
2020-11-09,Montana,75,439
2020-11-09,North Carolina,716,1674
2020-11-09,North Dakota,49,1153
2020-11-09,Nebraska,60,1582
2020-11-09,New Hampshire,16,211
2020-11-09,New Jersey,216,2058
2020-11-09,New Mexico,41,1408
2020-11-09,Nevada,374,1015
2020-11-09,New York,396,3149
2020-11-09,Ohio,188,4706
2020-11-09,Oklahoma,81,2197
2020-11-09,Oregon,203,707
2020-11-09,Pennsylvania,389,4562
2020-11-09,Puerto Rico,55,476
2020-11-09,Rhode Island,27,1629
2020-11-09,South Carolina,134,703
2020-11-09,South Dakota,39,907
2020-11-09,Tennessee,298,5673
2020-11-09,Pacific Trust Territories and Possessions,3,0
2020-11-09,Texas,1490,9798
2020-11-09,Utah,294,2247
2020-11-09,Virginia,402,1302
2020-11-09,Virgin Islands,14,0
2020-11-09,Vermont,14,23
2020-11-09,Washington,472,2250
2020-11-09,Wisconsin,124,4536
2020-11-09,West Virginia,15,401
2020-11-09,Wyoming,24,700
2020-11-10,Alaska,69,530
2020-11-10,Alabama,61,1710
2020-11-10,Arkansas,41,1424
2020-11-10,Arizona,328,2799
2020-11-10,California,991,8743
2020-11-10,Colorado,533,3499
2020-11-10,Connecticut,29,1524
2020-11-10,Florida,713,4353
2020-11-10,Georgia,703,4252
2020-11-10,Hawaii,167,69
2020-11-10,Iowa,40,3917
2020-11-10,Idaho,72,1297
2020-11-10,Illinois,475,12673
2020-11-10,Indiana,81,4866
2020-11-10,Kansas,26,462
2020-11-10,Kentucky,88,2140
2020-11-10,Louisiana,100,1330
2020-11-10,Massachusetts,111,2154
2020-11-10,Maryland,147,1325
2020-11-10,Maine,22,172
2020-11-10,Michigan,345,6869
2020-11-10,Minnesota,275,4893
2020-11-10,Missouri,165,4498
2020-11-10,Mississippi,25,933
2020-11-10,Montana,64,1101
2020-11-10,North Carolina,505,2984
2020-11-10,North Dakota,38,894
2020-11-10,Nebraska,44,2192
2020-11-10,New Hampshire,8,220
2020-11-10,New Jersey,166,3777
2020-11-10,New Mexico,34,1258
2020-11-10,Nevada,252,1279
2020-11-10,New York,282,3964
2020-11-10,Ohio,121,6508
2020-11-10,Oklahoma,63,1702
2020-11-10,Oregon,184,754
2020-11-10,Pennsylvania,258,4322
2020-11-10,Puerto Rico,44,209
2020-11-10,Rhode Island,15,789
2020-11-10,South Carolina,86,1347
2020-11-10,South Dakota,29,1023
2020-11-10,Tennessee,197,1979
2020-11-10,Pacific Trust Territories and Possessions,1,0
2020-11-10,Texas,1263,11644
2020-11-10,Utah,266,2655
2020-11-10,Virginia,254,1435
2020-11-10,Virgin Islands,8,8
2020-11-10,Vermont,12,47
2020-11-10,Washington,443,1531
2020-11-10,Wisconsin,86,7416
2020-11-10,West Virginia,8,511
2020-11-10,Wyoming,19,1232
2020-11-11,Alaska,77,496
2020-11-11,Alabama,63,2070
2020-11-11,Arkansas,44,1962
2020-11-11,Arizona,337,1750
2020-11-11,California,1018,5157
2020-11-11,Colorado,610,4307
2020-11-11,Connecticut,31,1754
2020-11-11,Florida,866,5838
2020-11-11,Georgia,717,2271
2020-11-11,Hawaii,166,116
2020-11-11,Iowa,46,4630
2020-11-11,Idaho,75,1526
2020-11-11,Illinois,643,12384
2020-11-11,Indiana,89,5041
2020-11-11,Kansas,33,5217
2020-11-11,Kentucky,89,2836
2020-11-11,Louisiana,102,0
2020-11-11,Massachusetts,123,2660
2020-11-11,Maryland,149,1687
2020-11-11,Maine,20,142
2020-11-11,Michigan,371,6494
2020-11-11,Minnesota,289,4891
2020-11-11,Missouri,176,3631
2020-11-11,Mississippi,28,1256
2020-11-11,Montana,66,913
2020-11-11,North Carolina,511,2636
2020-11-11,North Dakota,46,1021
2020-11-11,Nebraska,50,2234
2020-11-11,New Hampshire,8,229
2020-11-11,New Jersey,170,3065
2020-11-11,New Mexico,34,1487
2020-11-11,Nevada,263,1254
2020-11-11,New York,283,4821
2020-11-11,Ohio,129,5874
2020-11-11,Oklahoma,66,2177
2020-11-11,Oregon,192,861
2020-11-11,Pennsylvania,171,4098
2020-11-11,Puerto Rico,49,425
2020-11-11,Rhode Island,13,978
2020-11-11,South Carolina,89,1257
2020-11-11,South Dakota,33,1362
2020-11-11,Tennessee,203,3586
2020-11-11,Pacific Trust Territories and Possessions,1,0
